question;questionText;type
urn:LCQuAD:id:3945;How many different organizations own the railway lines which are a part of Norfolk Southern Railway?;Number
urn:LCQuAD:id:4392;How many theme musics have been composed by Julian Gingell?;Number
urn:LCQuAD:id:2450;Give me a count of everything made by the company which offers electronical manufacturing too.;Number
urn:LCQuAD:id:1578;How many games have been composed by Hirokazu Tanaka?;Number
urn:LCQuAD:id:3106;For how many things are americans famous for?;Number
urn:LCQuAD:id:1175;How many things belong to a division of plant kingdom?;Number
urn:LCQuAD:id:1872;In how many different places can I find companies which were founded in toronto?;Number
urn:LCQuAD:id:3382;How many awards have the french people received?;Number
urn:LCQuAD:id:4415;How many bacterias have taxonomy as Bacillales and domain as Bacteria? ;Number
urn:LCQuAD:id:889;On how many subjects has Random house publishers published books?;Number
urn:LCQuAD:id:1588;How many dishes are made with an ingredient belonging to the flowering plant species?;Number
urn:LCQuAD:id:43;How many people have headed organizations headquartered at Niederkirchnerstrae?;Number
urn:LCQuAD:id:949;How many states does the Pioneer corporation operate in?;Number
urn:LCQuAD:id:478;How many other Guests are there of the television episodes whose Guests is Brian d Arcy James ?;Number
urn:LCQuAD:id:533;Count the total number of software whose programming language is C++ and operating system is Microsoft Windows?;Number
urn:LCQuAD:id:3607;What is the total number of politicians whose predecessor s deputy is Jenny Macklin?;Number
urn:LCQuAD:id:2648;How many managers have managed Middlesbrough FC?;Number
urn:LCQuAD:id:1983;Give me a count of bridges located in California ?;Number
urn:LCQuAD:id:3360;How many different genres led to other genres where drums are important?;Number
urn:LCQuAD:id:1391;How many companies were founded in Dallas?;Number
urn:LCQuAD:id:4885;From how many countries did the aeroplanes designed by Alexander Lippisch originate?;Number
urn:LCQuAD:id:4880;How many bands are signed up with Kobalt Label Services?;Number
urn:LCQuAD:id:4299;Count the different religions followed by Second Lieutenants in military.;Number
urn:LCQuAD:id:4566;How many publisher have been founded by american citizens?;Number
urn:LCQuAD:id:1662;How many other region served are there of the companies which serves  Pacific Ocean ?;Number
urn:LCQuAD:id:4246;How many countries surround the sea into which the Upper Neratva flow?;Number
urn:LCQuAD:id:2173;How many rivers end in the Indian Ocean?;Number
urn:LCQuAD:id:1412;How many artists  works are in Muse d Orsay?;Number
urn:LCQuAD:id:1340;Give me a count of everything owned by the network whose sister name is The CW?;Number
urn:LCQuAD:id:3464;How many awards have been given to the participants of the Lawrence Realization Stakes?;Number
urn:LCQuAD:id:3018;Count the different types of Flatbread ?;Number
urn:LCQuAD:id:4252;Count the birthplaces of recepients of the National Museum of Racing and Hall of Fame.;Number
urn:LCQuAD:id:751;How many companies serve the Australian region?;Number
urn:LCQuAD:id:4644;How many teams was Garry Unger in, previously?;Number
urn:LCQuAD:id:621;How many writers worked on the album Main Course?;Number
urn:LCQuAD:id:2181;What is the total number of other restingplace of the politicians whose one of the restingplace is East Norwalk Historical Cemetery?;Number
urn:LCQuAD:id:534;How many albums were released under the Victor Entertainment label?;Number
urn:LCQuAD:id:1049;In how many places can I find tombs of people who fought in the Norwalk Trainband?;Number
urn:LCQuAD:id:2052;How many saints have been venerated in Judaism?;Number
urn:LCQuAD:id:4888;How many people are famous for the Gibson Les Paul?;Number
urn:LCQuAD:id:511;Give me an estimate of the number of manufacturers whose products are managed by MTR?;Number
urn:LCQuAD:id:4729;How many artists play as Rickenbacker?;Number
urn:LCQuAD:id:4773;How many ingedients are required to make the Ragout Fin?;Number
urn:LCQuAD:id:2117;Tell me the number of writers whose works have been recorded in Criteria Studios?;Number
urn:LCQuAD:id:4011;How many owners are there of lines starting at the South Station?;Number
urn:LCQuAD:id:122;Count all those who ve played for the youth club which owns the Rosario, Santa Fe stadium.;Number
urn:LCQuAD:id:1871;How many people currently play for Stoke City F.C.?;Number
urn:LCQuAD:id:3185;How many cars succeeded the cars which were similar to Cadillac Fleetwood?;Number
urn:LCQuAD:id:1056;In how many languages did Marika Gombitova sing?;Number
urn:LCQuAD:id:856;How many railway lines go through the station maintained by Public transport authority of western australia?;Number
urn:LCQuAD:id:3838;Count the different number of academic areas covered by publications of SAGE?;Number
urn:LCQuAD:id:720;How many services does the company who made Onedrive provide?;Number
urn:LCQuAD:id:2710;Count the different religions practiced by people who are in the Malaysian and Chinese association.;Number
urn:LCQuAD:id:318;Eric roth wrote how many screenplays?;Number
urn:LCQuAD:id:4892;In how many places did the Schutzstaffels die?;Number
urn:LCQuAD:id:2934;How many members are there of the organization headquartered at Amstelveen?;Number
urn:LCQuAD:id:3725;Current players of Colorado Avalanche have previously played for how many different teams?;Number
urn:LCQuAD:id:756;Give me the total number of architect of the buildings whose one of the  architect was Louis D. Astorino?;Number
urn:LCQuAD:id:1173;List the total number of executive producer of TV show which have one of the executiive producer as Steven Moffat ?;Number
urn:LCQuAD:id:3616;How many religions have the relatives of waxiangs followed?;Number
urn:LCQuAD:id:1158;Count the total number of battles fought by the military people which fought in Levant ?;Number
urn:LCQuAD:id:2792;How many subjects have been covered in fantasy novels?;Number
urn:LCQuAD:id:4663;How many people have trained the wrestlers who were billed in Wisconsin?;Number
urn:LCQuAD:id:1504;In how many different places can I fnd Modern Architectural buildings?;Number
urn:LCQuAD:id:2418;Count the  origin of the beverages which have been originated in england /;Number
urn:LCQuAD:id:3986;Count the number of people became famous for when Andrew Jackson was a commander ?;Number
urn:LCQuAD:id:4559;In how many places are the tombs of everyone who died in England?;Number
urn:LCQuAD:id:3973;Count the different genres of music made by Argentinian bands?;Number
urn:LCQuAD:id:4361;How many famous people are from the Filipinos?;Number
urn:LCQuAD:id:1921;How many people have managed a club which owns the Riverside Stadium?;Number
urn:LCQuAD:id:4561;Count the religions followed by people living in British Columbia.;Number
urn:LCQuAD:id:4506;In how many districts is there a borough called tendring?;Number
urn:LCQuAD:id:4038;For everyone who died in paris, count their different fields of work.;Number
urn:LCQuAD:id:19;On how many different grounds were seasons chaired by Ronaldo held?;Number
urn:LCQuAD:id:1487;Give me a count of all ice hockey players whose teams are headcoached by John Tortorella?;Number
urn:LCQuAD:id:4174;How many leagues have used the O.co Coliseum?;Number
urn:LCQuAD:id:1018;Give me the count of all people who ascented a peak in California?;Number
urn:LCQuAD:id:1583;List the total number of regions of the building whose are located inGrand Forks Air Force Base?;Number
urn:LCQuAD:id:3350;Joe Shuster has created how many comics character ?;Number
urn:LCQuAD:id:4059;How many awards have graduates from the University of Queensland earned?;Number
urn:LCQuAD:id:3392;In how many nations does Rhaetian Railways own train stations?;Number
urn:LCQuAD:id:879;How many different kinds of games are published by Interplay Entertainment?;Number
urn:LCQuAD:id:3501;How many other important work has been done by the writers of Sarah Jane Adventures?;Number
urn:LCQuAD:id:3814;From how many works is the musical derived, whose lyrics are written by Sheldon Harnick?;Number
urn:LCQuAD:id:2456;How many non-fiction subject are there of the books whose one of the non-fiction subject is Ankh-Morpork City Watch ?;Number
urn:LCQuAD:id:2686;How many other family of the mammals exists  whose family is also Hominidae ?;Number
urn:LCQuAD:id:88;How many  TV shows were made by someone who was associated with Lewis Hamilton?;Number
urn:LCQuAD:id:457;For how many other teams have the former players of Boston Bruins played?;Number
urn:LCQuAD:id:3270;How many other important things has the painter of Sarah Jane Adventures done?;Number
urn:LCQuAD:id:239;Count the number of actors in Lucy Sullivan Is Getting Married.;Number
urn:LCQuAD:id:3022;The Other Side has hosted how many guests?;Number
urn:LCQuAD:id:1926;How many other wine region are there of the grapes whose one of the wine region is Michigan ?;Number
urn:LCQuAD:id:4676;Estimate the number of sports divisions at the universities under international association of universities.;Number
urn:LCQuAD:id:2776;Count all the books written by an author buried in the Convent of Barefoot Trinitarians?;Number
urn:LCQuAD:id:4915;Give me a count of mammals which have their order as Primate?;Number
urn:LCQuAD:id:1978;How many home stadiums are there of the seasons whose chairman in Merritt Paulson?;Number
urn:LCQuAD:id:2943;Count the number of first drivers in all the GPs where Mika Hakkinen was a first driver?;Number
urn:LCQuAD:id:31;How many tenats have been there, of the constructions of PCL constructures?;Number
urn:LCQuAD:id:309;Give me a count of everything under the archipelago, where Papeete is the biggest town.;Number
urn:LCQuAD:id:2251;How many titles have been won by the beauty queens which had brown hair?;Number
urn:LCQuAD:id:3290;Paul Leonard s work can be divided into how many series?;Number
urn:LCQuAD:id:289;Count the number of characters of the play whose one of the character is Catwoman ?;Number
urn:LCQuAD:id:188;Count the number of cities on the Mediterranean Sea?;Number
urn:LCQuAD:id:2157;Give me a count of the services by the company which provides Data center as the services ?;Number
urn:LCQuAD:id:2589;How many people were drafted in the LA Clippers?;Number
urn:LCQuAD:id:2095;Terry Pratchett has written about how many topics?;Number
urn:LCQuAD:id:708;In how many regions is English American spoken?;Number
urn:LCQuAD:id:3405;Give me the total number of Guests of the television episodes whose one of the  Guests is Michael Cristofer?;Number
urn:LCQuAD:id:1623;How many factions were fighting in the wars where Blue Jacket was a commander?;Number
urn:LCQuAD:id:3271;Count all the universities who participated in the tournament won by Alabama Crimson Tides in 2015 ?;Number
urn:LCQuAD:id:4221;How many players are in the San Francisco Giants?;Number
urn:LCQuAD:id:4369;How many races has Best Mate won?;Number
urn:LCQuAD:id:494;In how many different places have ehtics philosophers died?;Number
urn:LCQuAD:id:4812;How many companies have built concrete bridges?;Number
urn:LCQuAD:id:2402;How many movies have been directed by almunies of Parsons School of Design?;Number
urn:LCQuAD:id:3403;Count the number of  sport played by the school which also plays Association football ?;Number
urn:LCQuAD:id:1957;How many thesis were supervised by Ernest Rutherford?;Number
urn:LCQuAD:id:3603;From how many different places did the weapons used in the American Indian wars originate?;Number
urn:LCQuAD:id:1253;How many sports are played in maharashtran schools?;Number
urn:LCQuAD:id:3568;How many owners owned the clubs participating in the Premier leagues of  14?;Number
urn:LCQuAD:id:2728;How many people live in the Beverly Hills, California?;Number
urn:LCQuAD:id:1630;For how many movies have the music composer composed music, who have collaborated with Yes ?;Number
urn:LCQuAD:id:3554;In how many areas do the networks broadcast, which also broadcasts in North Carolina?;Number
urn:LCQuAD:id:2954;What is the total number of regions served by the companies which also serves Australia?;Number
urn:LCQuAD:id:4180;How many companies have manufactured the rockets launched from the Cape Canaveral Air Force Station?;Number
urn:LCQuAD:id:622;Count the number of shows whose creators are Jerry Seinfeld and Larry David?;Number
urn:LCQuAD:id:4821;How many TV shows have executive producer as Steven Moffat ?;Number
urn:LCQuAD:id:4173;How many relatives are there of veterans of operation Barbarossa?;Number
urn:LCQuAD:id:744;How many shows are made by the channel whose predecessor was the Comedy Channel?;Number
urn:LCQuAD:id:229;For how many different teams have Ontarians been drafted ?;Number
urn:LCQuAD:id:4274;Over how many cities did the Bellaton MMA, Season 11 take place?;Number
urn:LCQuAD:id:170;Count the number of people who graduated from universities affiliated with the NCAA.;Number
urn:LCQuAD:id:2210;How many characters were made by Paul Dini?;Number
urn:LCQuAD:id:2567;How many molluscas are there whose families are Buccinidae and Buccinoidea?;Number
urn:LCQuAD:id:3119;Give me a count of airlines whose hub airport is Los Angeles International Airport?;Number
urn:LCQuAD:id:1932;How many awards have screenwriters won?;Number
urn:LCQuAD:id:564;How many owners are there of things located in Alabama?;Number
urn:LCQuAD:id:1471;How many companies were founded in Denton, texas?;Number
urn:LCQuAD:id:620;How many ;Number
urn:LCQuAD:id:648;In how many countries do the rivers start which end at the Caspian Sea?;Number
urn:LCQuAD:id:1123;Give the total number of places to which airlines go, who also go to Glasgow?;Number
urn:LCQuAD:id:2547;Count number of people who follow a religion which has an important office in Gold Base ?;Number
urn:LCQuAD:id:1717;How many basketball players studied in the Midland College?;Number
urn:LCQuAD:id:4895;How many game series exist for iOS?;Number
urn:LCQuAD:id:1514;In how many different places were the people born who are members of National Museum of Racing and Hall of Fame?;Number
urn:LCQuAD:id:1106;How many players participated in the 2004-05 FC Barcelona season?;Number
urn:LCQuAD:id:2663;How many artists are signed up with Celluloid Records?;Number
urn:LCQuAD:id:208;From how many coutries do companies come, which are headquartered in the Klang Valley?;Number
urn:LCQuAD:id:990;How many local authorities manage mixed gender schools?;Number
urn:LCQuAD:id:1894;How many services are there of the companies whose services is Web hosting service ?;Number
urn:LCQuAD:id:2470;How many organizations work for Environmentalism?;Number
urn:LCQuAD:id:507;How many more teams have rented the stadium used by Raptors 905?;Number
urn:LCQuAD:id:183;Count the wars in which people awarded with the Croix de guerre fought.;Number
urn:LCQuAD:id:321;How many have been awarded by the Royal Society?;Number
urn:LCQuAD:id:3563;From how many different cities have people gone to the Illinois Fighting Illini men s basketball?;Number
urn:LCQuAD:id:4284;In how many different highschools have people schooled in Penn State Nittany Lions football studied?;Number
urn:LCQuAD:id:1658;How many different people hold authority over the members of Balanidae family?;Number
urn:LCQuAD:id:2182;Count the total number of conflicts people who were part of conflict in afghanisthan ?;Number
urn:LCQuAD:id:2588;Kendall Jenner has how many relatives?;Number
urn:LCQuAD:id:1186;What is the total number of relgions followed by people born in Bangkok?;Number
urn:LCQuAD:id:2091;In how many different places have US people died?;Number
urn:LCQuAD:id:3869;Count the number of software which runs on Microsoft Windows and mac OS ?;Number
urn:LCQuAD:id:4782;What is the total number of religions that politicians have followed?;Number
urn:LCQuAD:id:4211;Count the number of other services of the companies which provides the Microsoft Azure as service ?;Number
urn:LCQuAD:id:736;How many first drivers have participated when Scuderia Ferrari was a first team?;Number
urn:LCQuAD:id:4801;In how many countries are people born who play cricket?;Number
urn:LCQuAD:id:2596;In how many different wars have people graduated from the Army Command and General staff college fought?;Number
urn:LCQuAD:id:4040;Michael Deeley produce how many movies?;Number
urn:LCQuAD:id:2282;How many food items have an ingredient from the Sapindales family?;Number
urn:LCQuAD:id:665;How many teams have used the stadium which hosted the WCW mayhem?;Number
urn:LCQuAD:id:1017;In how many countries does the Zurich Affoltern am Albis Zug line go?;Number
urn:LCQuAD:id:557;How many movies did Joel Schumacher direct?;Number
urn:LCQuAD:id:2399;In how many places did Julian Leow Beng Kim study?;Number
urn:LCQuAD:id:2135;How many movies were directed by the graduate of Burbank High School ?;Number
urn:LCQuAD:id:245;Count all the scientologists.;Number
urn:LCQuAD:id:3011;How many schools have a bison as their mascot?;Number
urn:LCQuAD:id:103;How many factions have fought in wars where Francois Marie Le Marchand de Lignery was involved?;Number
urn:LCQuAD:id:508;Give me a count of musicians who play an instrument developed by George Beauchamp ?;Number
urn:LCQuAD:id:4933;In how many places have the companies started in Newcastle worked?;Number
urn:LCQuAD:id:299;How many maintainers are there of the bridges that can carry motor vehicles over them?;Number
urn:LCQuAD:id:382;Give the distinct number of other party of the people which have one of the party as Janata Party ?;Number
urn:LCQuAD:id:1873;How many organizations own the website to which Jimmy Wales contributes?;Number
urn:LCQuAD:id:3437;Count all the awards which were presented by something located in California.;Number
urn:LCQuAD:id:4905;How many other race are there of the adult (pornographic) actors whose ethnicity is Cherokee ?;Number
urn:LCQuAD:id:2088;Stockholm is the HQ of how many things?;Number
urn:LCQuAD:id:4111;In how many regions is the Baco Noir made?;Number
urn:LCQuAD:id:3480;ARM Architecture acts as a game platform for how many things?;Number
urn:LCQuAD:id:3463;How many games have a composer who worked for the Creatures?;Number
urn:LCQuAD:id:442;How many people have voiced characters sculpted by Clamp?;Number
urn:LCQuAD:id:4770;In how many different people are alumini of the University of Oxford working?;Number
urn:LCQuAD:id:2951;In how many places was the album of King Crimson recorded?;Number
urn:LCQuAD:id:3976;How many head of agencies were there in Nazi Germany?;Number
urn:LCQuAD:id:2268;Count all those whose youthclub performed at the 14-15 La Liga?;Number
urn:LCQuAD:id:4633;How many cities are around the sea which flows into the Atlantic?;Number
urn:LCQuAD:id:2439;What is the total number of companies who use a language designed by Bjarne Stroustrup?;Number
urn:LCQuAD:id:4244;How many awards have been given to the ones who died of lung cancer?;Number
urn:LCQuAD:id:2438;How many honorary title are there of the scientists who has  Australian of the Year award  ?;Number
urn:LCQuAD:id:276;How many people are known for Dragons  Den?;Number
urn:LCQuAD:id:4322;How many different writers have written for Jump Square?;Number
urn:LCQuAD:id:1104; Count the participants of the NBA.;Number
urn:LCQuAD:id:295;How many writers speak a language belonging to the Germanic kind of languages?;Number
urn:LCQuAD:id:2361;Enumerate the cars related to the ones assembled in Toluca?;Number
urn:LCQuAD:id:2554;Count the number of other product of the banks whose one of the product is Wealth management ?;Number
urn:LCQuAD:id:2015;How many have been venerateds in Islam and Judaism?;Number
urn:LCQuAD:id:958;Count the number of offices held by people who have their allegiances with the american civil war union?;Number
urn:LCQuAD:id:1793;What are all the TV shows which are related to the ones produced by Julie Gardner?;Number
urn:LCQuAD:id:4786;For how many different presidents have people in the Continental Army served?;Number
urn:LCQuAD:id:2407;How many movies have been cinematographed by Jordan Cronenweth?;Number
urn:LCQuAD:id:1774;Count the total religions followed by the ones living in England.;Number
urn:LCQuAD:id:430;In how many places have Irishmen died?;Number
urn:LCQuAD:id:4484;Count the number of  fields of the scientists whose one of the fields is Sanskrit?;Number
urn:LCQuAD:id:4331;Give me a count of musical artists collaborating with Waylon Jennings?;Number
urn:LCQuAD:id:2992;Count everyone who was in the military unit which is structured like the Marine Aircraft Group 13 ?;Number
urn:LCQuAD:id:3138;Count the number of movies whose distributor is RKO Pictures and director of photography is Gregg Toland?;Number
urn:LCQuAD:id:3622;In how many places can I find wine made of Vitis vinifera grapes?;Number
urn:LCQuAD:id:2153;How many people have coached the players of Middlesbrough FC?;Number
urn:LCQuAD:id:4626;How many mountain ranges are located in the Canton of Fribourg?;Number
urn:LCQuAD:id:2311;Give me a count on associates of Johnny Cash?;Number
urn:LCQuAD:id:3638;How many developers make softwares for Unix like operating systems?;Number
urn:LCQuAD:id:652;Count the number of schools which are in a city governed by the West Berkshire Council?;Number
urn:LCQuAD:id:748;How many wars took place in Israel?;Number
urn:LCQuAD:id:1455;What is the total number of guests on the show whose theme music is Let me be your star?;Number
urn:LCQuAD:id:3494;How many people have written for Gangan Comics?;Number
urn:LCQuAD:id:92;How many total religions are followed by people whose hometown is somewhere in India?;Number
urn:LCQuAD:id:3101;England is the origin of how many things?;Number
urn:LCQuAD:id:1936;How many people work at the FBI?;Number
urn:LCQuAD:id:1745;How many people have been trained in an institute located in California?;Number
urn:LCQuAD:id:1110;Who were fighting the war where the QF Hotchkiss was used?;Number
urn:LCQuAD:id:3337;Give me a count of movies whose film editor is Anthony Harvey?;Number
urn:LCQuAD:id:4032;How many people are buried in Arlington National Cemetery?;Number
urn:LCQuAD:id:1842;How many different religions have economists followed?;Number
urn:LCQuAD:id:4977;Count the total awards won by the writer who has won Goethe Prize ?;Number
urn:LCQuAD:id:3317;In how many nations can I find people related to the feminist movement?;Number
urn:LCQuAD:id:727;How many ships belong to states which has Unitary as government type ?;Number
urn:LCQuAD:id:976;Count all the band members who are in Bands which have signed up with Entertainment One Music?;Number
urn:LCQuAD:id:1468;Graduates of Somerville College have been in how many political parties?;Number
urn:LCQuAD:id:2990;Give me a count of all the producers of all the movies whose music was done by James Horner?;Number
urn:LCQuAD:id:4073;Give me the number of home stadiums of teams managed by John Spencer.;Number
urn:LCQuAD:id:2784;How many people are buried in the Winchester Cathedral?;Number
urn:LCQuAD:id:1226;Count the number of judges who ve come on CTV network shows.;Number
urn:LCQuAD:id:3132;Enumerate all the first teams of the GPs which were held in Watkins Glen, NY?;Number
urn:LCQuAD:id:1143;Give me a count of movies whose producer is Larry J. Franco?;Number
urn:LCQuAD:id:4301;Journals of how many fields can be found in US?;Number
urn:LCQuAD:id:2759;How many different genres of games can I find which are compatible with the Commodore 64?;Number
urn:LCQuAD:id:2458;How many contries surround the seas on the banks of which is the city of Cancun?;Number
urn:LCQuAD:id:2927;Count the number of sports played by the universities whose one of the sports is baketball ?;Number
urn:LCQuAD:id:1829;In how many places has Garbage recorded their songs?;Number
urn:LCQuAD:id:2917;How many cars can I find related to the cars which have a V8 engine?;Number
urn:LCQuAD:id:3871;How many characters are there in The Office?;Number
urn:LCQuAD:id:4237;How many parties have come in power in elections where Y. S. Rajasekhara Reddy won?;Number
urn:LCQuAD:id:2487;How many non fiction topics does Thud! deals with?;Number
urn:LCQuAD:id:2655;How many people were in a youthclub which played in the Argentine Primera Division?;Number
urn:LCQuAD:id:985;How many developers have worked on games of the Oddworld series?;Number
urn:LCQuAD:id:981;How many tenants are there in the Mercedes Benz Superdome?;Number
urn:LCQuAD:id:3792;How many genres gave birth to other genres which emphasize Bass Guitars?;Number
urn:LCQuAD:id:3548;How many bands began in Birmingham?;Number
urn:LCQuAD:id:3527;How many causes of death have been associated with American citizens?;Number
urn:LCQuAD:id:4095;For how many teams have the league players of Czech Extraliga, previously played?;Number
urn:LCQuAD:id:4871;Count the number of sports played by university which also plays Taekwondo ?;Number
urn:LCQuAD:id:1915;How many universities participate in the NCAA Division I Football Bowl Subdivision?;Number
urn:LCQuAD:id:2607;Give me a count of companies located in Texas ?;Number
urn:LCQuAD:id:558;How many games are played at universities in Metro Manilla?;Number
urn:LCQuAD:id:1450;From what countries have people participated in the Excelsior Stakes?;Number
urn:LCQuAD:id:880;How many different kinds of softwares have been released under the GPL license?;Number
urn:LCQuAD:id:434;How many companies are located in Toronto ?;Number
urn:LCQuAD:id:3508;How many shows are aired on Comedy Central?;Number
urn:LCQuAD:id:1105;How many politicians are in the US Senate?;Number
urn:LCQuAD:id:4705;How many bands are signed up with labels which were founded in Japan?;Number
urn:LCQuAD:id:3710;How many kings and queens have died in the Arabian Peninsula?;Number
urn:LCQuAD:id:4325;How many politicians reside in Cape Town?;Number
urn:LCQuAD:id:2694;How many games are released for virtual consoles?;Number
urn:LCQuAD:id:840;How many islands belong to archipelagos located in the pacific?;Number
urn:LCQuAD:id:1641;How many units follow the US Navy Department s command structure?;Number
urn:LCQuAD:id:3364;How many people played for Newell s Old Boys?;Number
urn:LCQuAD:id:3172;Give me the count of artist in the company whose Artist is Jean- François Coté ?;Number
urn:LCQuAD:id:3612;How many bands have members currently playing the Fender Stratocaster?;Number
urn:LCQuAD:id:4223;Mac OS is the operating system of how many things?;Number
urn:LCQuAD:id:1900;How many politicians are in the militia?;Number
urn:LCQuAD:id:1885;How many things do bridges designed by the UEM group go over?;Number
urn:LCQuAD:id:475;How many awards have been given to Italians?;Number
urn:LCQuAD:id:4271;Count the number of cities around the American Mediterranean Sea?;Number
urn:LCQuAD:id:3998;How many movies have their music signed up with Sony Music Entertainment.;Number
urn:LCQuAD:id:3127;How many movies did Michael Deeley produce?;Number
urn:LCQuAD:id:187;How many battles have involved commanders of 1st Free French Division?;Number
urn:LCQuAD:id:2634;How many areas are led by Willem Alexander?;Number
urn:LCQuAD:id:2249;In how many places are the companies founded in Canada operating?;Number
urn:LCQuAD:id:4890;Count the number of movies whose editors were born in UK?;Number
urn:LCQuAD:id:4847;How many companies were founded in places where Dallas is the governing body ?;Number
urn:LCQuAD:id:697;How many games have a publisher based in US?;Number
urn:LCQuAD:id:3361;How many people have played for the NBA?;Number
urn:LCQuAD:id:4456;How many labels sign up progressive rock artists?;Number
urn:LCQuAD:id:4350;Count the different genres of games published by Titus Software;Number
urn:LCQuAD:id:2528;Count the different places where the people died, who were born in England?;Number
urn:LCQuAD:id:361;How many different genres of games are produced by Blizzard?;Number
urn:LCQuAD:id:3880;How many things are located in Ridgewood, New Jersey?;Number
urn:LCQuAD:id:2587;How many times has Jeff Conaway been casted?;Number
urn:LCQuAD:id:1368;Count the number of places where alumini of Edinburgh university have died?;Number
urn:LCQuAD:id:2283;How many movies have had a cinematographer who died in US?;Number
urn:LCQuAD:id:2503;Count the number of different religions that field marshals have followed?;Number
urn:LCQuAD:id:779;Count the awards given to the recepients of the Becket fund for religious liberty.;Number
urn:LCQuAD:id:685;How many religions are followed by the people in the Royal Thai Army?;Number
urn:LCQuAD:id:3926;How many guests have been there on broadway?;Number
urn:LCQuAD:id:2171;Count everything garrisoned at the pentagon?;Number
urn:LCQuAD:id:487;How many people were opponents of the ones buried in the tower of London?;Number
urn:LCQuAD:id:1688;Count all the places where companies located in Ontario operate.;Number
urn:LCQuAD:id:3264;How many factions have fought when Egushawa was a commander?;Number
urn:LCQuAD:id:4930;Solon Spencer Beman has architected in how many cities?;Number
urn:LCQuAD:id:4997;Count all those who previously played for a team which ownes Varsity Stadium ?;Number
urn:LCQuAD:id:3320;Count the awards won by the people who graduated from the National and Kapodistrian University of Athens.;Number
urn:LCQuAD:id:2510;Count the  area of the radio stations whose serves in South Carolina ?;Number
urn:LCQuAD:id:3831;How many games are played at universities affiliated with the Association of Southeast Asian Institutions of Higher Learning?;Number
urn:LCQuAD:id:4362;Count the number of artists in the Cirque du Soleil discography?;Number
urn:LCQuAD:id:231;How many rivers are crossed by different Box Girder bridges?;Number
urn:LCQuAD:id:4399;Count the number of members of the organization which have Austria as one of the member ?;Number
urn:LCQuAD:id:1031;How many groups have fought in wars where Richard Taylor fought too?;Number
urn:LCQuAD:id:4151;ITV employes how many people?;Number
urn:LCQuAD:id:1587;Count the different alma maters of people employed by the CNN;Number
urn:LCQuAD:id:4764;How many universities are in the National Collegiate Athletic Association?;Number
urn:LCQuAD:id:4375;What are some things people born in Louisiana are famous for?;Number
urn:LCQuAD:id:172;Count all that was built by a company whose leader is Kazuo Hirai?;Number
urn:LCQuAD:id:900;How many different products are there of the companies located in the US?;Number
urn:LCQuAD:id:3573;How many licensee are there, of the radio stations whose area is Nashville, Tennessee ?;Number
urn:LCQuAD:id:2802;Players from how many teams have participated in the National Hockey League?;Number
urn:LCQuAD:id:2628;How many things are people who died in St. Petersburg known for?;Number
urn:LCQuAD:id:1575;In how many nations is Coconut a common food ingredient?;Number
urn:LCQuAD:id:2897;For how many things are people famous, who were born in Nebraska?;Number
urn:LCQuAD:id:91;How many party leaders are there whose parties are headquartered in Berlin?;Number
urn:LCQuAD:id:1133;Count the number of sports played by the universities whihc also plays Volleyball ?;Number
urn:LCQuAD:id:3492;Through how many labels has Katy B released her singles?;Number
urn:LCQuAD:id:1428;Jerry Bock s musicals has been adapted from how many things?;Number
urn:LCQuAD:id:3131;Count the movies edited by  Mark Stevens (film editor) and were directed by Joel Schumacher?;Number
urn:LCQuAD:id:3799;How many shows are made by Playtone?;Number
urn:LCQuAD:id:3679;Where did the genres originate, which were in the Harry and the Potters album?;Number
urn:LCQuAD:id:1271;How many sitcoms are there whose theme music is composed by a New Yorker?;Number
urn:LCQuAD:id:4653;Give me a count of movies whose editor is Mark Stevens?;Number
urn:LCQuAD:id:347;How many other awards have been given to people who have won the Golden Globe?;Number
urn:LCQuAD:id:2500;Pennsylvania has how many american football teams?;Number
urn:LCQuAD:id:3173;How many universities are located in a country led by Olemic Thommessen?;Number
urn:LCQuAD:id:2601;How many books are there whose author s tomb is in Madrid?;Number
urn:LCQuAD:id:4606;To how many different species does the members of the Animal Kingdom belong?;Number
urn:LCQuAD:id:4010;How many groups speak the English Language?;Number
urn:LCQuAD:id:3560;Give me a count of movies distributed by Warner Bros?;Number
urn:LCQuAD:id:3074;How many people are in the continental army?;Number
urn:LCQuAD:id:49;How many services does 21Vianet provide?;Number
urn:LCQuAD:id:3524;How many party are there of the office holders whose one of the party is Janata Dal ?;Number
urn:LCQuAD:id:4476;How many things have made different people living in Canada famous?;Number
urn:LCQuAD:id:2606;Ryan Seacrest has been the presenter of how many things?;Number
urn:LCQuAD:id:3835;Count the tenants of the stadiums designed by Populous?;Number
urn:LCQuAD:id:1195;How many have former teams as Indianapolis Colts and Carolina Panthers?;Number
urn:LCQuAD:id:1681;How many corporations were founded in Texas?;Number
urn:LCQuAD:id:1825;How many awards have been received by graduates of University of Melbourne, Faculty of VCA & MCM?;Number
urn:LCQuAD:id:406;How many famous people are born in Long Island?;Number
urn:LCQuAD:id:1004;How many other genere are there of the radio stations whose one of the genre  is Classic rock ?;Number
urn:LCQuAD:id:2545;How many veterans are buried in the US?;Number
urn:LCQuAD:id:2501;How many teams have someone playing at the defenceman position?;Number
urn:LCQuAD:id:2652;How many awards have been awarded to people who are buried in Glendale, California?;Number
